// rate library for f02: Radical addition to multiple bond
// original from rate_library_4.txt, Cath, 03/07/28

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// JS, correct rates, April 5, 2004
// 275, use the latest one with larger range, (1997DIL/STO956-960 from NIST), divide A by 2, A = 2.045E12; n = 0; E = -0.57;
// 314-316, correct redundancy problem, divide all old A by 2;
// 334 change the functional group for the radical from “O_sec_rad” to “C_rad/H2/O”
//Updated by Kevin Van Geem July 8, 2004


//f02_Radical_Addition
//No.		XZ		Y_rad		Temp.		A		N	a	E0	DA	Dn	Da	DE0	Rank
350.		XZ		Y_rad		300-1500	1E+13		0	0	0.5	0	0	0	0	0
351.		Cd/H2_Cd/H2	C_methyl		300-1500	5.50E+12	0	0	10.4	0	0	0	0	3
352.		Cd/H2_Cd/H2	C_rad/H2/Cs		300-1500	2.09E+13	0	0	11.5	0	0	0	0	3
353.		Cd/H2_Cd/H2	C_rad/H/NonDeC		300-1500	4.77E+12	0	0	10.4	0	0	0	0	3
354.		Cd/H2_Cd/H2	C_rad/H/NonDeC		300-1500	4.82E+11	0	0	13.8	0	0	0	0	3
355.		Cd/H2_Cd/H2	C_rad/H/NonDeC		300-1500	4.25E+12	0	0	17.2	0	0	0	0	3
356.		Cd/H2_Cd/H2	C_rad/Cs3		300-1500	5.02E+12	0	0	10.9	0	0	0	0	3
357.		Cd/H2_Cd/H2	C_rad/H2/Cd		300-1500	2.50E+12	0	0	16.8	0	0	0	0	3
358.		Cd/H2_Cd/H2	C_rad/H/OneDeC		300-1500	1.54E+10	0	0	13.4	0	0	0	0	3
359.		Cd/H2_Cd/H2	C_rad/H/TwoDe		300-1500	2.16E+12	0	0	22.6	0	0	0	0	3
360.		Cd/H2_Cd/H2	C_rad/Cs2		300-1500	2.81E+10	0	0	13.6	0	0	0	0	3
361.		Cd/H2_Cd/H2	C_rad/Cs2		300-1500	1.84E+10	0	0	12.8	0	0	0	0	3
362.		Cd/H2_Cd/H2	C_rad/Cs2		300-1500	5.76E+10	0	0	13.4	0	0	0	0	3
363.		Cd/H2_Cd/H2	C_rad/Cs		300-1500	4.46E+15	0	0	25.0	0	0	0	0	3
364.		Cd/H2_Cd/H2	C_rad/H2/Cb		300-1500	4.05E+13	0	0	13.6	0	0	0	0	3
365.		Cd/H2_Cd/H2	C_rad/H2/Ct		300-1500	3.34E+09	0	0	8.34	0	0	0	0	3
366.		Cd/H2_Cd/H2	Cd_pri_rad		300-1500	3.00E+11	0	0	5.56	0	0	0	0	3
367.		Cd/H2_Cd/H2	Cd_rad/NonDe		300-1500	3.58E+13	0	0	8.24	0	0	0	0	3
368.		Cd/H2_Cd/H2	Ct_rad		300-1500	7.15E+13	0	0	6.97	0	0	0	0	3
369.		Cd/H2_Cd/H2	Cb_rad		300-1500	2.02E+17	0	0	7.28	0	0	0	0	3
370.		Cd/H2_Cd/H/Nd	C_methyl		300-1500	2.66E+12	0	0	10.2	0	0	0	0	3
371.		Cd/H/Nd_Cd/H2   C_methyl		300-1500	1.14E+12	0	0	11.5	0	0	0	0	3
372.		Cd/H2_Cd/H/Nd	C_methyl		300-1500	1.38E+12	0	0	9.17	0	0	0	0	3
373.		Cd/H/Nd_Cd/H2	C_methyl		300-1500	1.78E+12	0	0	10.9	0	0	0	0	3
374.		Cd/H2_Cd/H/Nd	C_methyl		300-1500	1.03E+11	0	0	9.10	0	0	0	0	3
375.		Cd/H/Nd_Cd/H2	C_methyl		300-1500	1.13E+11	0	0	12.3	0	0	0	0	3
376.		Cd/H2_Cd/Nd2	C_methyl		300-1500	1.21E+12	0	0	9.02	0	0	0	0	3
377.		Cd/Nd2_Cd/H2	C_methyl		300-1500	6.01E+11	0	0	12.9	0	0	0	0	3
378.		Cd/H2_Cd/H/De	C_methyl		300-1500	8.60E+12	0	0	7.55	0	0	0	0	3
379.		Ct/H_Ct/H	C_methyl		300-1500	7.98E+11	0	0	9.36	0	0	0	0	3
380.		Cd/H2_Cd/Nd/De	C_methyl		300-1500	5.24E+12	0	0	6.99	0	0	0	0	3
381.		Cd/H2_Ca	C_methyl		300-1500	9.84E+12	0	0	10.9	0	0	0	0	3
382.		Cd/H/De_Cd/H2	C_methyl		300-1500	2.45E+12	0	0	11.9	0	0	0	0	3
383.		Cd/Nd/De_Cd/H2	C_methyl		300-1500	7.53E+11	0	0	12.9	0	0	0	0	3
384.		Ct/Nd_Ct/H	C_methyl		300-1500	2.46E+12	0	0	13.4	0	0	0	0	3
385.		Ca_Cd/H2	C_methyl		300-1500	2.05E+13	0	0	12.5	0	0	0	0	3
386.		Ca_Cd/Nd2	C_methyl		300-1500	1.86E+13	0	0	8.8	0	0	0	0	3
387.		Ct/H_Ct/Nd	C_methyl		300-1500	1.42E+13	0	0	11.3	0	0	0	0	3
388.		Cd/H2_Cd/H/De	C_methyl		300-1500	4.18E+11	0	0	7.4	0	0	0	0	3
389.		Cd/H2_Cd/De2	C_methyl		300-1500	5.58E+12	0	0	3.5	0	0	0	0	3
390.		Ct/H_Ct/De	C_methyl		300-1500	1.19E+13	0	0	7.1	0	0	0	0	3
391.		Cd/Nd2_Cd/H2	C_methyl		300-1500	1.51E+11	0	0	12.5	0	0	0	0	3
392.		Cd/H/De_Cd/H2	C_methyl		300-1500	2.43E+12	0	0	10.2	0	0	0	0	3
393.		Cd/Nd/De_Cd/H2	C_methyl		300-1500	5.92E+11	0	0	11.2	0	0	0	0	3
394.		Ct/Nd_Ct/H	C_methyl		300-1500	1.99E+13	0	0	12.1	0	0	0	0	3
395.		Cd/H/De_Cd/H2	C_methyl		300-1500	1.24E+11	0	0	11.1	0	0	0	0	3
396.		Cd/H/De_Cd/H2	C_methyl		300-1500	1.36E+12	0	0	9.7	0	0	0	0	3
397.		Ct/De_Ct/H	C_methyl		300-1500	4.49E+12	0	0	11.7	0	0	0	0	3
398.		Ct/De_Ct/H	C_methyl		300-1500	1.71E+13	0	0	11.4	0	0	0	0	3
399.		Cd/Nd/De_Cd/H2	C_methyl		300-1500	6.07E+11	0	0	11.0	0	0	0	0	3
400.		Cd/H2_Cd/H2	H_rad		300-1500	7.74E+13	0	0	2.8	0	0	0	0	3
401.		Cd/H2_Cd/H/Nd	H_rad		300-1500	2.01E+13	0	0	2.1	0	0	0	0	3
402.		Cd/H2_Cd/Nd2	H_rad		300-1500	4.94E+13	0	0	1.5	0	0	0	0	3
403.		Cd/H2_Cd/H/De	H_rad		300-1500	3.71E+13	0	0	1.0	0	0	0	0	3
404.		Cd/H2_Cd/Nd/De	H_rad		300-1500	2.13E+13	0	0	0.5	0	0	0	0	3
405.		Cd/H2_Cd/H/De	H_rad		300-1500	1.97E+12	0	0	3.2	0	0	0	0	3
406.		Cd/H2_Cd/Nd/De	H_rad		300-1500	1.43E+13	0	0	2.5	0	0	0	0	3
407.		Ct/H_Ct/H	H_rad		300-1500	1.16E+14	0	0	3.8	0	0	0	0	3
408.		Ct/H_Ct/Nd	H_rad		300-1500	1.12E+14	0	0	3.7	0	0	0	0	3
409.		Cd/H2_Ca	H_rad		300-1500	6.68E+13	0	0	2.9	0	0	0	0	3
410.		Cd/H2_Ca	H_rad		300-1500	2.73E+13	0	0	2.6	0	0	0	0	3
411.		Cd/H2_Cd/H/De	H_rad		300-1500	1.82E+13	0	0	1.4	0	0	0	0	3
412.		Cd/H2_Cd/Nd/De	H_rad		300-1500	2.04E+13	0	0	1.0	0	0	0	0	3
413.		Ct/H_Ct/De	H_rad		300-1500	1.86E+13	0	0	2.3	0	0	0	0	3
414.		Ct/H_Ct/De	H_rad		300-1500	1.69E+13	0	0	2.2	0	0	0	0	3
415.		Ct/H_Ct/De	H_rad		300-1500	1.07E+14	0	0	2.1	0	0	0	0	3
416.		Ca_Cd/H/Nd	H_rad		300-1500	1.28E+13	0	0	3.7	0	0	0	0	3
417.		Ca_Cd/Nd2	H_rad		300-1500	2.57E+13	0	0	2.7	0	0	0	0	3
418.		Cd/H/Nd_Cd/H2	H_rad		300-1500	1.18E+13	0	0	3.8	0	0	0	0	3
419.		Cd/Nd2_Cd/H2	H_rad		300-1500	1.17E+13	0	0	4.7	0	0	0	0	3
420.		Cd/H/De_Cd/H2	H_rad		300-1500	2.85E+13	0	0	4.3	0	0	0	0	3
421.		Cd/Nd/De_Cd/H2	H_rad		300-1500	9.30E+12	0	0	5.2	0	0	0	0	3
422.		Ct/Nd_Ct/H	H_rad		300-1500	5.77E+13	0	0	5.3	0	0	0	0	3
423.		Cd/H/De_Cd/H2	H_rad		300-1500	1.67E+12	0	0	6.0	0	0	0	0	3
424.		Cd/Nd/De_Cd/H2	H_rad		300-1500	5.62E+12	0	0	6.5	0	0	0	0	3
425.		Cd/H/De_Cd/H2	H_rad		300-1500	1.33E+13	0	0	4.6	0	0	0	0	3
426.		Cd/Nd/De_Cd/H2	H_rad		300-1500	8.20E+12	0	0	5.8	0	0	0	0	3
427.		Ct/De_Ct/H	H_rad		300-1500	2.25E+13	0	0	5.4	0	0	0	0	3
428.		Ct/De_Ct/H	H_rad		300-1500	9.99E+13	0	0	6.0	0	0	0	0	3
429.		O2d		H_rad		298-6000	4.395E+10	1.00	0	0.45	0	0	0	0	4
430.		O2d		H_rad		300-1500	8.15E+12	0	0	0.76	0	0	0	0	3
431.		O2d		C_methyl		300-1500	2.26E+12	0	0	0	0	0	0	0	5
432.		O2d		C_pri_rad		300-1500	2.26E+12	0	0	0	0	0	0	0	5
433.		O2d		C_sec_rad		300-1500	3.77E+12	0	0	0	0	0	0	0	5
434.		O2d		C_ter_rad		300-1500	2.045E+12	0	0	-0.57	0	0	0	0	5
435.		O2d		Cd_pri_rad		300-1500	3.0E+12		0	0	0	0	0	0	0	4
//358.		O2d		Ct_rad			300-1500	3.0E+12		0	0	0	0	0	0	0	0
436.		O2d		Cb_rad			297-473		3.015E+12	0	0	0.32	*1.2	0	0	0.13	3
437.		O2d		CO_pri_rad		300-2500	3.5E+12		0	0	0	0	0	0	0	4
438.		O2d		CO_rad/NonDe		200-300		1.505E+12	0	0	0	*3.16	0	0	0	4
439.		Cd/H2	H_rad		300-1500	1E+13	0	0	1.2	0	0	0	0	5
440.		Cd/H/Nd	H_rad		300-1500	1E+13	0	0	2.9	0	0	0	0	5
441.		Cd/Nd2	H_rad		300-1500	1E+13	0	0	2.9	0	0	0	0	5
442.		Cd/H2	Cs_rad		300-1500	8.5E+10	0	0	7.8	0	0	0	0	5
443.		Cd/H/Nd	Cs_rad		300-1500	8.5E+10	0	0	10.6	0	0	0	0	5
444.		Cd/Nd2	Cs_rad		300-1500	8.5E+10	0	0	10.6	0	0	0	0	5
445.		Cd/H2	O_rad/NonDe		300-1500	1.0E+11	0	0	12.5	0	0	0	0	5
446.		Cd/H/Nd	O_rad/NonDe		300-1500	1.0E+11	0	0	11.0	0	0	0	0	5
447.		Cd/Nd2	O_rad/NonDe		300-1500	1.0E+11	0	0	7.6	0	0	0	0	5
448.		Cd/H2_Cd/H2	H_rad		200-1100	1.985E+09	1.28	0	1.29	0	0	0	0	4
449.		Cd/H2_Cd/H2	C_methyl		300-2500	1.655E+11	0	0	7.71	0	0	0	0	4
450.		Cd/H2_Cd/H2	C_rad/H2/Cs		298-1500	1.99E+03	2.44	0	5.37	0	0	0	0	2
451.		Cd/H2_Cd/H2	C_rad/H2/O		300-2500	2.41E+10	0	0	6.96	0	0	0	0	4
452.		Cd/H2_Cd/H2	Cd_pri_rad		1260-1310	1.0E+11	0	0	2.01	0	0	0	0	5
453.		Cd/H2_Cd/H2	O_pri_rad		300-1500	2.71E+12	0	0	0	0	0	0	0	4
454.		Cd/H2_Cd/H/Nd	H_rad		500-2500	1.3E+13	0	0	1.56	0	0	0	0	4
455.		Cd/H2_Cd/H/Nd	C_methyl		298-1500	1.28E+05	2.28	0	6.60	0	0	0	0	4
456.		Cd/H2_Cd/H/Nd	C_methyl		300-2500	1.69E+11	0	0	7.41	0	0	0	0	4
457.		Cd/H2_Cd/H/Nd	C_rad/H2/Cd		762-811	3.55E+11	0	0	16.89	0	0	0	0	4
458.		Cd/H2_Cd/H/Nd	C_rad/Cs3		300-2500	3.07E+09	0	0	5.88	0	0	0	0	4
459.		Cd/H2_Cd/H/De	C_methyl		743-772	3.155E+10	0	0	7.49	0	0	0	0	5
460.		Cd/H2_Cd/Nd2	H_rad		712-779	6.21E+12	0.25	0	1.46	0	0	0	0	4
461.		Cd/H2_Cd/Nd2	C_methyl		391-449	2.51E+11	0	0	6.70	0	0	0	0	4
462.		Cd/H/Nd_Cd/H2	H_rad		500-2500	1.3E+13	0	0	3.26	0	0	0	0	4
463.		Cd/H/Nd_Cd/H2	C_methyl		298-1500	1.0E+04	2.57	0	7.71	0	0	0	0	4
464.		Cd/H/Nd_Cd/H2	C_methyl		300-2500	9.64E+10	0	0	8.01	*3.0	0	0	0	4
465.		Cd/Nd2_Cd/H2	C_methyl		560-650	2.23E+11	0	0	10.59	0	0	0	0	5
466.		Cd/H2_Ca	H_rad		300-1500	1E+13	0	0	1.2	0	0	0	0	5
467.		Cd/H/Nd_Ca	H_rad		300-1500	1E+13	0	0	2.9	0	0	0	0	5
468.		Cd/Nd2_Ca	H_rad		300-1500	1E+13	0	0	2.9	0	0	0	0	5
469.		Cd/H2_Ca	Cs_rad		300-1500	8.5E+10	0	0	7.8	0	0	0	0	5
470.		Cd/H/Nd_Ca	Cs_rad		300-1500	8.5E+10	0	0	10.6	0	0	0	0	5
471.		Cd/Nd2_Ca	Cs_rad		300-1500	8.5E+10	0	0	10.6	0	0	0	0	5
472.		Cd/H2_Ca	C_methyl		573-595	2.875E+10	0	0	6.84	0	0	0	0.20	5
473.		Ca_Cd/H2	H_rad		350-1200	6.0E+10	0.69	0	3.00	*2.5	0	0	0	4
474.		Ca_Cd/H2	C_methyl		996-1180	7.9E+10	0	0	4.97	0	0	0	0	5
475.		CO_O	H_rad		300-1500	1.0E+11	0	0	11.9	0	0	0	0	5
476.		CO_O	Cs_rad		300-1500	1.0E+11	0	0	11.9	0	0	0	0	5
477.		CO_O	CO_pri_rad		300-1500	5.2E+11	0	0	6.560	0	0	0	0	4
478.		CO_O	O_rad/OneDe		300-1500	1.3E+11	0	0	7.4	0	0	0	0	5
479.		CO/H2_O	C_rad/H2/Cs		333-363	7.94E+10	0	0	6.70	0	0	0	0.47	5
480.		CO/Nd2_O	C_methyl		413-563	3.16E+10	0	0	11.51	0	0	0	1.15	3
481.		Ct/H_Ct/H	H_rad		300-2000	2.75E+12	0	0	2.42	0	0	0	0	4
482.		Ct/H_Ct/H	C_methyl		370-478	1.875E+11	0	0	7.77	0	0	0	0	4
483.		Ct/H_Ct/H	C_rad/H2/Cs		373-473	2.505E+10	0	0	6.99	0	0	0	0	4
484.		Ct/H_Ct/H	C_rad/H2/Cd		300-2500	1.595E+10	0	0	6.96	*10.0	0	0	0	4
485.		Ct/H_Ct/H	C_rad/H/NonDeC		363-577	2.505E+10	0	0	6.90	0	0	0	0	5
486.		Ct/H_Ct/H	C_rad/Cs3		373-493	2.505E+10	0	0	5.31	0	0	0	0	4
487.		Ct/H_Ct/H	Cd_pri_rad		300-1500	1.255E+05	1.90	0	2.11	0	0	0	0	3
488.		Ct/H_Ct/H	Cd_pri_rad		700-1300	3.095E+11	0	0	4.85	0	0	0	0	3
489.		Ct/H_Ct/H	Ct_rad		700-1300	5.0E+12	0	0	0	0	0	0	0	3
490.		Ct/H_Ct/H	O_pri_rad		298-1100	6.05E+11	0	0	0.46	*10.0	0	0	0	4
491.		Ct/H_Ct/H	O_pri_rad		250-2500	7.60E+07	1.70	0	1.00	0	0	0	0	3
492.		Ct/H_Ct/H	C_rad/H2/O		300-1500	5.2E+11		0	0	7.9	0	0	0	0	4
